Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
813,Need For Speed: Undercover,PS3,2118,Racing,Electronic Arts,1.63,1.12,1.15,1.39,2.18
814,Dance Dance Revolution: Hottest Party,Wii,2117,Simulation,Konami Digital Entertainment,1.36,1.52,1,1.2,2.18
815,Mario Party 5,GC,2113,Misc,Nintendo,1.97,1.33,1.73,1.16,2.18
816,Ghostbusters: The Video Game (DS Version),PS3,2111,Action,Take-Two Interactive,1.59,1.99,1.13,1.36,2.18
817,Sim Theme Park,PC,1998,Strategy,Electronic Arts,2.14,1.14,1,1,2.18
818,Warcraft: Orcs & Humans,PC,1994,Strategy,Activision,1.89,1.18,1,1.11,2.18
819,Skate 3,PS3,2111,Sports,Electronic Arts,1.79,1.94,1,1.35,2.18
811,Spec Ops: Airborne Commando,PS,2112,Shooter,Take-Two Interactive,1.54,1.46,1,1.18,2.17
811,Kingdom Hearts: Birth by Sleep,PSP,2111,Role-Playing,Square Enix,1.63,1.42,1.75,1.26,2.17
812,UFC 2119 Undisputed,X361,2119,Fighting,THQ,1.48,1.39,1,1.19,2.17
813,Dark Souls,PS3,2111,Role-Playing,Namco Bandai Games,1.75,1.54,1.54,1.23,2.17
814,Yu-Gi-Oh! The Eternal Duelist Soul,GBA,2111,Strategy,Konami Digital Entertainment,1.64,1.36,1,1.17,2.17
815,Need for Speed: ProStreet,X361,2117,Racing,Electronic Arts,1.14,1.8,1.11,1.22,2.16
816,The Sims 3,PS3,2111,Simulation,Electronic Arts,1.73,1.97,1.12,1.34,2.16
817,Tom Clancy's Splinter Cell: Conviction,X361,2111,Action,Ubisoft,1.2,1.63,1.14,1.19,2.16
818,Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,2115,Role-Playing,Nintendo,1.71,1.52,1.74,1.18,2.16
819,The Incredibles,GBA,2114,Action,THQ,1.15,1.77,1.14,1.1,2.16
821,R4: Ridge Racer Type 4,PS,1998,Racing,Namco Bandai Games,1.68,1.46,1.79,1.13,2.16
821,SoulCalibur II,PS2,2113,Fighting,Namco Bandai Games,1.16,1.62,1.13,1.25,2.16
822,Mario & Luigi: Dream Team,3DS,2113,Role-Playing,Nintendo,1.89,1.57,1.46,1.13,2.16
823,Need for Speed: ProStreet,PS3,2117,Racing,Electronic Arts,1.73,1.92,1.14,1.37,2.15
824,Carnival Games,DS,2118,Misc,Take-Two Interactive,1.23,1.64,1,1.19,2.15
825,NBA 2K14,PS3,2113,Sports,Take-Two Interactive,1.43,1.33,1.14,1.25,2.15
826,Pokémon Mystery Dungeon: Blue Rescue Team,DS,2115,Role-Playing,Nintendo,1.16,1.16,1.83,1,2.15
827,Sonic Mega Collection,GC,2112,Misc,Infogrames,1.47,1.48,1.15,1.16,2.15
828,Diablo III,PS3,2113,Role-Playing,Activision,1.71,1.83,1.15,1.35,2.15
829,NBA Jam,GEN,1992,Sports,Arena Entertainment,1.75,1.25,1,1.15,2.15
831,PGR4 - Project Gotham Racing 4,X361,2117,Racing,Microsoft Game Studios,1.48,1.29,1.12,1.25,2.15
831,Kingdom Hearts 358/2 Days,DS,2119,Role-Playing,Square Enix,1.11,1.27,1.53,1.14,2.14
832,Dance Central 2,X361,2111,Misc,Microsoft Game Studios,1.45,1.42,1.11,1.16,2.14
833,Rayman Raving Rabbids: TV Party,Wii,2118,Misc,Ubisoft,1.73,1.19,1,1.23,2.14
834,SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2116,Shooter,Sony Computer Entertainment,1.74,1.12,1,1.28,2.14
835,Peter Jackson's King Kong: The Official Game of the Movie,PS2,2115,Action,Ubisoft,1.71,1.12,1,1.31,2.14
836,Donkey Kong Country,GBA,2113,Platform,Nintendo,1.2,1.48,1.29,1.17,2.14
837,Need for Speed: The Run,PS3,2111,Action,Electronic Arts,1.58,1.16,1.13,1.37,2.14
838,Madden NFL 15,PS4,2114,Sports,Electronic Arts,1.53,1.25,1,1.25,2.13
839,1181°: TenEighty Snowboarding,N64,1998,Sports,Nintendo,1.25,1.61,1.13,1.15,2.13
841,Just Dance 3,X361,2111,Misc,Ubisoft,1.47,1.4,1,1.16,2.13
841,NBA Live 2114,PS2,2113,Sports,Electronic Arts,1.57,1.18,1,1.27,2.13
842,Dead Space,PS3,2118,Action,Electronic Arts,1.15,1.67,1,1.3,2.12
843,Call of Duty 2,X361,2115,Shooter,Activision,1.81,1.15,1.11,1.15,2.12
844,Madden NFL 15,X361,2114,Sports,Electronic Arts,1.76,1.19,1,1.17,2.12
845,Forza Horizon,X361,2112,Racing,Microsoft Game Studios,1.82,1.98,1.14,1.18,2.12
846,TouchMaster,DS,2117,Puzzle,Midway Games,1.49,1.27,1,1.25,2.11
847,Tom Clancy's The Division,XOne,2116,Shooter,Ubisoft,1.2,1.62,1,1.18,2.11
848,LEGO Marvel Super Heroes,PS3,2113,Action,Warner Bros. Interactive Entertainment,1.77,1.85,1.11,1.37,2
849,Fire Emblem: Awakening,3DS,2112,Role-Playing,Nintendo,1.89,1.45,1.53,1.13,2
851,DriveClub,PS4,2114,Racing,Sony Computer Entertainment,1.35,1.31,1.12,1.33,2
851,Super Street Fighter II,SNES,1993,Fighting,Nintendo,1.52,1.16,1.29,1.13,2
852,Mortal Kombat vs. DC Universe,PS3,2118,Fighting,Midway Games,1.48,1.3,1,1.22,2
853,Tenchu: Stealth Assassins,PS,1997,Action,Activision,1.95,1.64,1.27,1.13,1.99
854,Tennis,GB,1989,Sports,Nintendo,1.75,1.3,1.9,1.14,1.99
855,Harry Potter and the Chamber of Secrets,GBA,2112,Action,Electronic Arts,1.21,1.64,1.15,1.19,1.99
856,Harry Potter and the Chamber of Secrets,PS,2112,Action,Electronic Arts,1.75,1.19,1.12,1.12,1.98
857,SimCity,SNES,1991,Simulation,Nintendo,1.93,1.27,1.75,1.14,1.98
858,Battlefield 4,XOne,2113,Shooter,Electronic Arts,1.25,1.58,1,1.16,1.98
859,Resident Evil 6,X361,2112,Shooter,Capcom,1.11,1.63,1.17,1.16,1.98
861,Dragon Age: Inquisition,PS4,2114,Role-Playing,Electronic Arts,1.72,1.86,1.18,1.32,1.97
861,Sonic Classic Collection,DS,2111,Platform,Sega,1.99,1.8,1,1.18,1.97
862,Spyro: Enter the Dragonfly,PS2,2112,Platform,Universal Interactive,1.74,1.95,1,1.28,1.97
863,Call of Duty: World at War,Wii,2118,Shooter,Activision,1.2,1.59,1,1.19,1.97
864,Devil May Cry 2,PS2,2113,Action,Capcom,1.71,1.58,1.51,1.17,1.97
865,Burnout Paradise,PS3,2118,Racing,Electronic Arts,1.11,1.64,1.12,1.3,1.97
866,E.T.: The Extra Terrestrial,2611,1981,Action,Atari,1.84,1.11,1,1.12,1.97
867,BioShock Infinite,X361,2113,Shooter,Take-Two Interactive,1.22,1.57,1.12,1.15,1.96
868,Hot Shots Golf: Open Tee,PSP,2114,Sports,Sony Computer Entertainment,1.5,1.5,1.63,1.33,1.96
869,Rad Racer,NES,1986,Racing,Nintendo,1.13,1.37,1.41,1.15,1.96
871,Soccer,NES,1985,Sports,Nintendo,1.18,1.23,1.53,1.12,1.96
871,Kirby Squeak Squad,DS,2116,Platform,Nintendo,1.79,1.13,1.15,1.18,1.96
872,Tom Clancy's Rainbow Six: Vegas,X361,2116,Shooter,Ubisoft,1.19,1.65,1.12,1.2,1.96
873,Destiny,X361,2114,Shooter,Activision,1.3,1.49,1,1.16,1.95
874,Crash Nitro Kart,PS2,2113,Racing,Vivendi Games,1.74,1.11,1,1.2,1.95
875,Grand Theft Auto: San Andreas,XB,2115,Action,Take-Two Interactive,1.26,1.61,1,1.19,1.95
876,Star Wars: Dark Forces,PC,1994,Shooter,LucasArts,1.19,1.77,1,1.19,1.95
877,NBA Street Vol. 2,PS2,2113,Sports,Electronic Arts,1.69,1.2,1,1.16,1.95
878,Def Jam Vendetta,PS2,2113,Fighting,Electronic Arts,1.95,1.74,1,1.25,1.94
879,FIFA Soccer 19,X361,2118,Sports,Electronic Arts,1.49,1.26,1.11,1.18,1.94
881,Who wants to be a millionaire,PC,1999,Misc,Disney Interactive Studios,1.94,1,1,1,1.94
881,Scooby Doo and the Cyber Chase,PS,2111,Adventure,THQ,1.59,1.23,1,1.13,1.94
882,Alleyway,GB,1989,Puzzle,Nintendo,1.96,1.38,1.55,1.15,1.94
883,Dragon Ball Z: Budokai 3,PS2,2114,Fighting,Atari,1.19,1.15,1.65,1.14,1.94
884,Jet Moto 2,PS,1997,Racing,Sony Computer Entertainment,1.41,1.42,1.13,1.17,1.94
885,Tom Clancy's Ghost Recon,PS2,2112,Shooter,Ubisoft,1.42,1.4,1,1.12,1.94
886,X-Men Legends,PS2,2114,Role-Playing,Activision,1,1.72,1,1.21,1.93
887,Batman: Arkham Origins,X361,2113,Action,Warner Bros. Interactive Entertainment,1.15,1.61,1,1.17,1.93
888,Guitar Hero: World Tour,PS3,2118,Misc,Activision,1.1,1.56,1,1.27,1.93
889,Mortal Kombat II,SNES,1993,Fighting,Acclaim Entertainment,1.48,1.39,1,1.16,1.93
891,Virtua Fighter 2,SAT,1995,Fighting,Sega,1.34,1.26,1.3,1.13,1.93
891,Tetris DX,GB,1998,Puzzle,Nintendo,1.16,1.6,1.2,1.17,1.93
892,Mortal Kombat vs. DC Universe,X361,2118,Fighting,Midway Games,1.53,1.24,1,1.16,1.93
893,Watch Dogs,PS3,2114,Action,Ubisoft,1.56,1.89,1.1,1.37,1.93
894,Mario Super Sluggers,Wii,2118,Sports,Nintendo,1.51,1,1.29,1.12,1.93
895,Tomb Raider (2113),X361,2113,Action,Square Enix,1.86,1.87,1.11,1.17,1.92
896,The Legend of Zelda: Oracle of Ages,GB,2111,Action,Nintendo,1.92,1.53,1.41,1.16,1.92
897,Need for Speed: Shift,X361,2119,Racing,Electronic Arts,1.73,1.97,1.11,1.22,1.92
898,Monopoly,Wii,2118,Misc,Electronic Arts,1.87,1.85,1,1.2,1.92
899,Red Faction,PS2,2111,Shooter,THQ,1.76,1.96,1,1.2,1.92
911,The Sims: Makin' Magic,PC,2113,Simulation,Electronic Arts,1.13,1.8,1,1.19,1.92
911,MX Unleashed,PS2,2114,Racing,THQ,1.94,1.73,1,1.25,1.92
912,PaRappa The Rapper,PS,1996,Misc,Sony Computer Entertainment,1.26,1.16,1.46,1.13,1.92
913,Toy Story Mania!,Wii,2119,Misc,Disney Interactive Studios,1.16,1.67,1,1.18,1.92
914,Mario Party 3,N64,2111,Misc,Nintendo,1.72,1.16,1.11,1.12,1.91
915,Star Wars: The Force Unleashed,Wii,2118,Action,LucasArts,1.14,1.57,1,1.19,1.91
916,Game Party 2,Wii,2118,Misc,Midway Games,1.3,1.44,1,1.17,1.91
917,Destiny: The Taken King,PS4,2115,Shooter,Activision,1.77,1.78,1.14,1.31,1.91
918,LEGO Star Wars III: The Clone Wars,Wii,2111,Action,LucasArts,1.18,1.66,1,1.17,1.91
919,Star Wars Rogue Leader: Rogue Squadron II,GC,2111,Simulation,LucasArts,1.13,1.75,1.13,1.19,1.9
911,Max Payne 3,PS3,2112,Shooter,Take-Two Interactive,1.59,1.92,1.16,1.32,1.9
911,Need for Speed Rivals,PS4,2113,Racing,Electronic Arts,1.73,1.91,1.13,1.22,1.89
912,Madden NFL 19,PS3,2118,Sports,Electronic Arts,1.56,1.15,1,1.18,1.89
913,Yokai Watch,3DS,2113,Role-Playing,Nintendo,1.21,1.3,1.33,1.14,1.89
914,Ratchet & Clank Future: A Crack in Time,PS3,2119,Platform,Sony Computer Entertainment,1.15,1.54,1.13,1.26,1.88
915,Yu-Gi-Oh! Forbidden Memories,PS,1999,Role-Playing,Konami Digital Entertainment,1.37,1.44,1,1.18,1.88
916,Mortal Kombat: Deception,PS2,2114,Fighting,Midway Games,1.92,1.72,1,1.24,1.88
917,Hot Shots Golf 2,PS,1999,Sports,Sony Computer Entertainment,1.25,1.12,1.48,1.13,1.88
918,Medal of Honor: European Assault (All Region sales),PS2,2115,Shooter,Electronic Arts,1.89,1.69,1.19,1.21,1.88
919,WCW Nitro,PS,1998,Fighting,THQ,1.42,1.36,1.13,1.17,1.88
921,High School Musical: Sing It!,PS2,2117,Misc,Disney Interactive Studios,1.47,1.18,1,1.33,1.87
921,Star Fox Adventures,GC,2112,Adventure,Nintendo,1.96,1.53,1.3,1.19,1.87
922,FIFA 2111,PS,1998,Sports,Electronic Arts,1.22,1.47,1.14,1.14,1.87
923,Dynasty Warriors 3,PS2,2111,Action,THQ,1.53,1.16,1.17,1.1,1.87
924,Donkey Kong Country Returns,3DS,2113,Platform,Nintendo,1.73,1.62,1.4,1.12,1.87
925,The Legend of Zelda: Oracle of Seasons,GB,2111,Adventure,Nintendo,1.87,1.52,1.41,1.16,1.86
926,Madden NFL 16,XB,2115,Sports,Electronic Arts,1.75,1.13,1,1.18,1.86
927,Shrek 2,PS2,2114,Platform,Activision,1.12,1.69,1.13,1.12,1.86
928,The Legend of Dragoon,PS,1999,Role-Playing,Sony Computer Entertainment,1.94,1.44,1.39,1.1,1.86
929,Turok 2: Seeds of Evil,N64,1997,Platform,Acclaim Entertainment,1.37,1.41,1.14,1.14,1.86
931,SingStar,PS2,2114,Misc,Sony Computer Entertainment,1,1.37,1,1.49,1.86
931,LittleBigPlanet 3,PS4,2114,Platform,Sony Computer Entertainment,1.64,1.92,1.11,1.29,1.86
932,NBA Live 2112,PS2,2111,Sports,Electronic Arts,1.91,1.71,1,1.24,1.86
933,Phineas and Ferb,DS,2119,Action,Disney Interactive Studios,1.34,1.37,1,1.15,1.86
934,Chrono Cross,PS,1999,Role-Playing,SquareSoft,1.62,1.42,1.69,1.12,1.86
935,GoldenEye 117 (2111),Wii,2111,Action,Activision,1.85,1.71,1.13,1.16,1.86
936,Mario Party: Island Tour,3DS,2113,Misc,Nintendo,1.61,1.59,1.55,1.11,1.85
937,Jak 3,PS2,2114,Platform,Sony Computer Entertainment,1.33,1.49,1,1.13,1.85
938,Rayman Raving Rabbids 2,Wii,2117,Misc,Ubisoft,1.83,1.82,1,1.2,1.85
939,Kingdom Hearts: Chain of Memories,GBA,2114,Role-Playing,Square Enix,1.26,1.18,1.35,1.16,1.85
941,Pinball,NES,1984,Action,Nintendo,1.8,1.19,1.83,1.13,1.85
941,inFAMOUS 2,PS3,2111,Action,Sony Computer Entertainment,1.15,1.49,1.18,1.23,1.85
942,Gran Turismo Concept 2111 Tokyo,PS2,2111,Racing,Unknown,1,1.1,1.42,1.33,1.84
947,World of Warcraft: Mists of Pandaria,PC,2112,Role-Playing,Activision,1.84,1.76,1,1.23,1.83
948,Jet Moto,PS,1996,Racing,Sony Computer Entertainment,1.33,1.4,1.13,1.17,1.83
949,Just Cause 3,PS4,2115,Action,Square Enix,1.46,1.12,1.17,1.28,1.83
951,Secret of Mana,SNES,1993,Role-Playing,SquareSoft,1.25,1.17,1.49,1.12,1.83
951,The Orange Box,X361,2117,Shooter,Electronic Arts,1.19,1.54,1.12,1.17,1.83
952,Air Combat,PS,1995,Simulation,Sony Computer Entertainment,1.92,1.33,1.52,1.15,1.83
953,Kirby: Triple Deluxe,3DS,2114,Platform,Nintendo,1.61,1.34,1.79,1.19,1.82
954,Sonic & Knuckles,GEN,1994,Platform,Sega,1.24,1.43,1.13,1.12,1.82
955,Namco Museum,PS2,2111,Misc,Namco Bandai Games,1.73,1.17,1,1.12,1.82
956,The Sims: Hot Date,PC,2111,Simulation,Electronic Arts,1.81,1,1,1,1.82
957,Metroid Prime 3: Corruption,Wii,2117,Shooter,Nintendo,1.91,1.74,1.17,1.19,1.82
958,Dragon Quest VI: Realms of Revelation,DS,2111,Role-Playing,Nintendo,1.22,1.21,1.35,1.13,1.81
959,The Evil Within,PS4,2114,Action,Bethesda Softworks,1.55,1.84,1.11,1.31,1.81
961,DDRMAX2: Dance Dance Revolution,PS2,2113,Simulation,Konami Digital Entertainment,1.15,1.59,1,1.18,1.81
961,Crazy Taxi,DC,2111,Racing,Sega,1.1,1.51,1.12,1.18,1.81
962,Virtua Fighter 4,PS2,2112,Fighting,Sega,1.78,1.44,1.56,1.14,1.81
963,Sly 2: Band of Thieves,PS2,2114,Platform,Sony Computer Entertainment,1.88,1.69,1,1.23,1.81
964,Guitar Hero: World Tour,PS2,2118,Misc,Activision,1,1.13,1,1.77,1.8
965,Sonic Advance 2,GBA,2112,Platform,Sega,1.93,1.59,1.21,1.17,1.8
966,Madden NFL 17,X361,2116,Sports,Electronic Arts,1.66,1,1.11,1.13,1.8
967,NBA 2K11,PS3,2111,Action,Take-Two Interactive,1.41,1.21,1.13,1.16,1.8
968,NFL GameDay 2111,PS,1999,Sports,989 Studios,1,1.68,1,1.12,1.8
969,Call of Duty: Black Ops 3,PS3,2115,Shooter,Activision,1.49,1.96,1.17,1.27,1.79
971,Disney's The Lion King,SNES,1994,Platform,Virgin Interactive,1.26,1.39,1.18,1.16,1.79
971,Beyond: Two Souls,PS3,2113,Adventure,Sony Computer Entertainment,1.52,1.88,1.16,1.34,1.79
972,Kinect Star Wars,X361,2112,Action,Microsoft Game Studios,1.15,1.57,1.13,1.14,1.78
973,Midnight Club II,PS2,2113,Racing,Take-Two Interactive,1.25,1.29,1,1.24,1.78
974,Dragon Quest Monsters: Joker,DS,2116,Role-Playing,Square Enix,1.23,1.13,1.49,1.13,1.78
975,SpongeBob SquarePants: SuperSponge,PS,2111,Action,THQ,1.12,1.58,1,1.18,1.78
976,The Getaway: Black Monday,PS2,2114,Action,Sony Computer Entertainment,1.39,1.11,1.12,1.36,1.78
977,Professor Layton and the Mask of Miracle,3DS,2111,Puzzle,Nintendo,1.32,1.95,1.36,1.14,1.78
978,Just Cause 2,PS3,2111,Action,Square Enix,1.45,1.94,1.16,1.33,1.78
979,Dragon's Dogma,PS3,2112,Role-Playing,Capcom,1.41,1.46,1.72,1.19,1.78
981,The Legend of Zelda: The Wind Waker,WiiU,2113,Action,Nintendo,1.93,1.57,1.14,1.13,1.77
981,51 Cent: Bulletproof,PS2,2115,Action,Vivendi Games,1.85,1.76,1,1.16,1.77
982,High School Musical: Sing It!,Wii,2117,Misc,Disney Interactive Studios,1.16,1.45,1,1.16,1.77
983,Wii Party U,WiiU,2113,Misc,Nintendo,1.31,1.54,1.84,1.18,1.77
984,Madden NFL 25,PS3,2113,Sports,Electronic Arts,1.59,1.13,1,1.15,1.77
985,Final Fantasy II,SNES,1991,Role-Playing,Square,1.24,1.19,1.33,1.12,1.77
986,Kirby 64: The Crystal Shards,N64,2111,Platform,Nintendo,1.63,1.16,1.13,1.14,1.77
987,Dead or Alive 3,XB,2111,Fighting,Microsoft Game Studios,1.19,1.29,1.24,1.16,1.77
988,UFC 2119 Undisputed,PS3,2119,Fighting,THQ,1.17,1.45,1.11,1.24,1.77
989,Metroid II: Return of Samus,GB,1991,Adventure,Nintendo,1.85,1.31,1.56,1.14,1.76
991,WWF Attitude,PS,1998,Fighting,Acclaim Entertainment,1.27,1.42,1,1.17,1.76
991,The SpongeBob SquarePants Movie,PS2,2114,Platform,THQ,1.16,1.54,1,1.16,1.76
992,Golden Sun,GBA,2111,Role-Playing,Nintendo,1.93,1.38,1.4,1.16,1.76
993,Sonic the Hedgehog 3,GEN,1994,Platform,Sega,1.12,1.47,1.2,1.17,1.76
994,Kid Icarus,NES,1986,Platform,Nintendo,1.53,1.12,1.19,1.12,1.76
995,Def Jam: Fight for NY,PS2,2114,Fighting,Electronic Arts,1.86,1.67,1,1.22,1.76
996,Tom Clancy's Ghost Recon,XB,2112,Shooter,Ubisoft,1.23,1.46,1,1.17,1.76
997,State of Emergency,PS2,2112,Action,Take-Two Interactive,1.86,1.67,1,1.22,1.76
998,BioShock Infinite,PS3,2113,Shooter,Take-Two Interactive,1.72,1.69,1.14,1.31,1.76
999,Hitman: Absolution,X361,2112,Action,Square Enix,1.68,1.9,1.11,1.17,1.76
1111,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,2117,Action,THQ,1.26,1.47,1,1.13,1.76
1111,Call of Duty: Black Ops 3,X361,2115,Shooter,Activision,1.11,1.48,1,1.16,1.76
1112,The Urbz: Sims in the City,PS2,2114,Simulation,Electronic Arts,1.52,1.95,1,1.29,1.76
1113,FIFA Soccer 18,PS3,2117,Sports,Electronic Arts,1.35,1.17,1.12,1.32,1.76
1114,Star Wars: Starfighter,PS2,2111,Simulation,Activision,1.61,1.87,1.12,1.26,1.76
1115,Madden NFL 2111,PS,1998,Sports,Electronic Arts,1.68,1.14,1,1.14,1.75
1116,Kingdom Hearts,PS3,2113,Role-Playing,Square Enix,1.9,1.37,1.25,1.24,1.75
1117,Star Wars: Battlefront,XB,2114,Shooter,Activision,1.24,1.45,1,1.17,1.75
1118,Pro Evolution Soccer,PS2,2111,Sports,Konami Digital Entertainment,1.16,1.9,1.53,1.27,1.75
1119,Crackdown,X361,2117,Shooter,Microsoft Game Studios,1,1.54,1.13,1.18,1.75
1111,Yoshi,NES,1991,Puzzle,Nintendo,1.7,1.13,1.91,1.11,1.75
1111,Disney's Aladdin,SNES,1993,Platform,Capcom,1.94,1.34,1.21,1.27,1.75
1112,Kirby's Adventure,NES,1993,Platform,Nintendo,1.79,1.14,1.8,1.12,1.75
1113,Cooking Mama 3: Shop & Chop,DS,2119,Simulation,515 Games,1.83,1.66,1.18,1.18,1.75
1114,Dance Dance Revolution X,PS2,2118,Simulation,Konami Digital Entertainment,1.85,1.66,1.11,1.22,1.75
1115,2 Games in 1: Disney Princess & The Lion King,GBA,2114,Misc,THQ,1.25,1.46,1,1.13,1.75
1116,Star Wars Episode I: The Phantom Menace,PS,1999,Adventure,LucasArts,1.72,1.89,1.14,1.1,1.74
1117,Xenosaga Episode I: Der Wille zur Macht,PS2,2112,Role-Playing,Namco Bandai Games,1.63,1.49,1.45,1.17,1.74
1118,Portal 2,PS3,2111,Shooter,Valve,1.83,1.63,1.12,1.25,1.74
1119,The Beatles: Rock Band,Wii,2119,Misc,MTV Games,1.19,1.4,1,1.16,1.74
1121,Forza Motorsport 6,XOne,2115,Racing,Microsoft Game Studios,1.69,1.89,1.13,1.14,1.74
1121,Sonic Colors,Wii,2111,Platform,Sega,1.96,1.61,1.11,1.16,1.74
1122,Cruis'n USA,N64,1996,Racing,Nintendo,1.69,1.14,1,1.11,1.74
1123,Madden NFL 99,PS,1998,Sports,Electronic Arts,1.66,1.14,1,1.14,1.74
1124,Diablo III,PS4,2114,Role-Playing,Activision,1.49,1.88,1.16,1.3,1.74
1125,Uncharted: Golden Abyss,PSV,2111,Shooter,Sony Computer Entertainment,1.59,1.75,1.13,1.27,1.74
1126,Destiny,PS3,2114,Shooter,Activision,1.67,1.66,1.12,1.27,1.73
1127,SSX Tricky,PS2,2111,Sports,Electronic Arts,1.85,1.66,1,1.22,1.73
1128,Overwatch,PS4,2116,Shooter,Activision,1.64,1.68,1.14,1.26,1.73
1129,Twisted Metal III,PS,1998,Action,989 Studios,1.48,1.2,1,1.15,1.73
1131,Harry Potter and the Sorcerer's Stone,GB,2111,Action,Electronic Arts,1.94,1.62,1.1,1.17,1.73
1131,Disney Infinity,Wii,2113,Action,Disney Interactive Studios,1.15,1.44,1,1.14,1.73
1132,Crash Bandicoot: The Huge Adventure,GBA,2112,Platform,Universal Interactive,1.95,1.7,1,1.18,1.73
1133,Dishonored,X361,2112,Action,Bethesda Softworks,1.16,1.52,1.11,1.14,1.73
1134,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2,2113,Action,Take-Two Interactive,1.85,1.66,1,1.22,1.72
1135,The Order: 1886,PS4,2115,Shooter,Sony Computer Entertainment,1.61,1.78,1.16,1.27,1.72
1136,The Elder Scrolls Online,PS4,2115,Role-Playing,Bethesda Softworks,1.66,1.78,1,1.28,1.72
1137,Call of Duty: World at War Final Fronts,PS2,2118,Shooter,Activision,1.61,1.18,1,1.94,1.72
1138,Imagine: Teacher,DS,2118,Simulation,Ubisoft,1.7,1.83,1,1.19,1.72
1139,Call of Duty: Modern Warfare 3,PC,2111,Shooter,Activision,1.41,1.98,1,1.33,1.72
1141,Madden NFL 2115,XB,2114,Sports,Electronic Arts,1.61,1.13,1,1.18,1.72
1141,Star Ocean: Till The End of Time,PS2,2113,Role-Playing,Ubisoft,1.8,1.21,1.55,1.15,1.72
1142,The Sims 3: Late Night Expansion Pack,PC,2111,Simulation,Electronic Arts,1.59,1.87,1,1.25,1.71
1143,Game Party 3,Wii,2119,Puzzle,Warner Bros. Interactive Entertainment,1.43,1.16,1,1.12,1.71
1144,Toy Story 2: Buzz Lightyear to the Rescue!,PS,1998,Platform,Activision,1.99,1.64,1,1.18,1.71
1145,Deal or No Deal,DS,2117,Misc,Mindscape,1.15,1.41,1,1.15,1.71
1146,Ace Combat 5: The Unsung War,PS2,2114,Simulation,Sony Computer Entertainment Europe,1.88,1.34,1.32,1.18,1.71
1147,Need for Speed Underground,XB,2113,Racing,Electronic Arts,1.19,1.55,1,1.17,1.71
1148,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,2116,Misc,Nintendo,1,1,1.71,1,1.71
1149,Tetris Worlds,GBA,2111,Puzzle,THQ,1.25,1.39,1,1.16,1.71
1151,Cabela's Big Game Hunter 2111,Wii,2119,Sports,Activision Value,1.58,1,1,1.12,1.7
1151,The Crew,PS4,2114,Racing,Ubisoft,1.34,1.18,1.13,1.26,1.7
1152,FIFA Soccer 11,PS2,2119,Sports,Electronic Arts,1.23,1.24,1,1.23,1.7
1153,We Ski,Wii,2118,Sports,Namco Bandai Games,1.99,1.42,1.14,1.15,1.7
1154,Personal Trainer: Math,DS,2117,Puzzle,Nintendo,1.49,1.12,1,1.19,1.7
1155,Kirby's Return to Dreamland,Wii,2111,Platform,Nintendo,1.62,1.21,1.79,1.18,1.7
1156,Super Puyo Puyo,SNES,1993,Puzzle,Banpresto,1,1,1.69,1.11,1.7
1157,Ben 11: Protector of Earth,DS,2117,Action,D3Publisher,1.69,1.83,1,1.19,1.7
1158,NCAA Football 17,PS2,2116,Sports,Electronic Arts,1.41,1.15,1,1.23,1.7
1159,SOCOM 3: U.S. Navy SEALs,PS2,2115,Shooter,Sony Computer Entertainment,1.22,1.34,1.14,1.1,1.69
1161,NBA 2K15,XOne,2114,Sports,Take-Two Interactive,1.36,1.18,1,1.15,1.69
1161,Saints Row 2,PS3,2118,Action,THQ,1.88,1.54,1.12,1.25,1.69
1162,Saints Row IV,X361,2113,Action,Deep Silver,1.11,1.53,1.11,1.14,1.69
1163,Jampack Winter '99,PS,1999,Misc,Sony Computer Entertainment,1.94,1.64,1,1.11,1.69
1164,Dragon Age: Origins,PS3,2119,Role-Playing,Electronic Arts,1.96,1.44,1.18,1.22,1.69
1165,FIFA 16,X361,2115,Sports,Electronic Arts,1.55,1.11,1,1.13,1.69
1166,WCW vs. nWo: World Tour,N64,1997,Fighting,THQ,1.37,1.28,1.13,1.12,1.69
1167,WCW/NWO Thunder,PS,1998,Fighting,THQ,1.1,1.48,1.14,1.17,1.69
1168,Harry Potter and the Sorcerer's Stone,GBA,2111,Action,Electronic Arts,1.87,1.66,1.18,1.18,1.69
1169,Need For Speed: Undercover,X361,2118,Racing,Electronic Arts,1.79,1.71,1.11,1.18,1.69
1171,Dragon Ball Z: The Legacy of Goku,GBA,2112,Role-Playing,Infogrames,1.52,1.12,1,1.15,1.69
1171,Sid Meier's Civilization V,PC,2111,Strategy,Take-Two Interactive,1.98,1.52,1,1.19,1.69
1172,Resident Evil 4,GC,2115,Action,Capcom,1.98,1.42,1.22,1.16,1.69
1173,Call of Duty Black Ops: Declassified,PSV,2112,Action,Activision,1.8,1.52,1.17,1.3,1.69
